Mileage,Price
54.282388118768836,67.96770809128537
17.331910866287814,70.02363696422421
36.548112659440456,68.08045532535664
42.567540720118494,71.05875473580485
5.608852606917743,57.822431703828556
40.84340735672822,78.09890307062754
25.162984963941213,66.7831964951542
17.491485137615,66.65836381356642
28.888611071425803,65.5301606059414
35.151531594510416,95.14573866040907
38.01909882001138,72.1587748364077
11.242328872317927,56.6786108762105
46.37978741086981,58.70993951260116
21.624455638545783,67.47715002884495
18.064599138683185,60.1737309119032
51.452349816474765,77.11966815460374
22.155814800172458,57.20615990835826
29.24188168924307,80.7769137003395
32.809440772840226,53.48586268371437
24.285511215135493,76.62519619488941
47.40344334333295,72.09562073831694
40.34595286518927,63.393667187165065
34.37060441326461,80.24994982325933
61.79320644667444,64.00426387794458
25.262987566154003,53.38829772837991
36.155083884809606,69.26719059695836
47.653484168108385,45.718800444846224
36.13849567622136,72.572876225839
48.742835885707066,78.78687727424389
47.48408025222967,84.84103028811701
12.823946482722672,93.37915663976202
43.65535657025031,91.04707716960357
49.61840340892935,53.42622615019907
27.348704831093926,74.80555330704577
35.52133854299831,79.63330596572624
32.09085421279051,64.30575796759967
19.42690965178116,64.65740431106634
8.145891238176027,59.32130406169901
35.62579084115965,55.08087914099457
17.54365352428519,44.48852282253392
19.815142857245178,68.09237653365089
26.258059903728295,77.24495114458456
20.884111683253117,48.66183648934566
34.37836255602752,63.290670383175325
46.886549407811195,83.79630804836174
39.014149209410036,81.5947865464542
24.731760983875844,79.92979195284866
40.916812942520046,54.55319921699931
34.74634280015148,55.89655258172953
22.247004007031375,48.86063546148392
24.671875091246562,80.56433710975178
26.945186385434393,85.8646195967947
30.641794490215464,73.43614677064552
50.72522380767316,63.54687844493625
38.8799465346205,78.37622074252727
34.177258111914554,77.68561394314202
40.29941659031226,73.8783523600623
32.28776810423241,62.21335846818217
26.982719466850696,58.694406068776765
22.61867906668684,75.50851265349658
30.37799208801794,64.44191079794126
34.558275499551,82.56776922584514
36.77864112892599,74.21963335965181
23.067326336140376,60.57470596128663
35.06531239758877,88.08160749269629
45.85430960135366,75.97360920739163
32.48658016230323,77.24305111688261
37.466366387695345,72.83941023435096
25.319563652354137,60.119201574976394
19.793003210188118,52.91120439924296
28.982710145323974,55.35752144525456
37.36085055060903,86.62892456883651
22.988106375655086,78.065215220695
43.589912673390955,88.09479030840191
34.33203537807653,77.06814432191872
14.362976724322074,62.143858299966425
23.864596835430895,58.34725772232707
42.55196555505176,82.98283289663273
18.598380668013554,91.75355159507382
39.33682715472146,54.55644842722336
30.459474015284943,54.71222356890206
25.463657945880477,66.87315979138178
28.473852594896044,59.883543906197076
31.33561210327974,61.90867963725378
27.663636575204468,73.350136114539
21.928585145965503,66.94398987439604
33.6401128453495,73.68723082880109
20.37734945789719,58.50659300192551
53.09625864188942,82.01338315843213
35.92339103535367,67.39077113012921
40.58520220095228,68.63887434853606
44.22283446662462,51.43821093604946
40.56423738236356,89.5300058744779
31.390478576669885,74.5478817568943
60.37278992999772,79.52789096017092
61.7975071025692,49.318864087474765
22.404635221400987,39.77778296669169
14.789734830795416,45.69461972180987
32.63287812710588,64.42061794801143
32.332446908284716,68.08232979268188
39.04243413024554,70.31197130190377
33.81640377624204,40.35696021092282
23.028313453210774,67.53597528017866
36.92380514004759,60.25637403735302
18.503560415867877,82.44840417286213
34.54692077986647,84.23997108152238
36.75865397916229,75.3710324805888
25.346934534422584,61.86010034564458
22.513978331448996,72.75407889777537
3.0376027237900445,90.31254832684515
30.552015601640413,53.727758407631285
32.692612253861554,81.30375891152042
12.04305064390369,64.93977099041112
20.228279685674536,79.16620504666786
46.409794777386445,64.58432558439755
31.73388289595214,56.85297484787856
41.39994958308916,66.56253197518797
25.075674637361228,85.93888847213991
40.24332555930303,47.65244217570699
1.398963556611136,60.01079912399472
32.93708280227485,67.12087352883657
14.703965496899627,71.31296653606903
30.980724595248564,76.016855796156
45.54299899755932,77.78300837612365
34.640631274260855,65.61344385904337
36.39163076590962,79.95429322613418
14.160696956935897,79.21511219120421
25.72674788997418,68.56084616676753
27.23819168281694,80.21031255336774
34.55154709804453,64.20324128983087
22.385173995955792,71.8974293590805
17.48150081496671,69.26881938425828
24.89797521889639,68.41150647320076
22.81642216317873,62.95209791567616
